,Age,Gender,Country,WorkHoursPerWeek,BurnoutLevel,JobSatisfaction,StressLevel,ProductivityScore,SleepHours,PhysicalActivityHrs,CommuteTime,HasMentalHealthSupport,ManagerSupportScore,HasTherapyAccess,MentalHealthDaysOff,WorkLifeBalanceScore,BurnoutRisk
2252,58,1,5,30,8.46,2.84,3.53,3.82,6.1,0.9,44,1,7.85,1,1,2.7,1
2253,29,2,2,39,7.45,7.99,6.17,7.42,4.1,8.9,1,0,5.25,0,8,5.39,1
2254,37,3,2,37,1.29,3.48,1.12,2.33,8.8,8.5,75,0,1.95,0,8,6.78,0
2255,29,3,4,53,4.36,5.49,5.28,4.07,4.4,9.7,76,1,3.2,1,8,3.99,0
2256,22,0,1,58,6.69,3.81,1.77,1.18,7.1,7.1,66,0,7.12,0,7,7.66,0
2257,26,1,0,37,5.7,9.29,4.86,7.5,4.5,6.5,42,1,9.06,0,5,7.35,0
2258,24,1,6,48,3.87,5.83,1.99,8.93,5.4,9.2,103,1,4.79,1,0,4.79,0
2259,22,3,2,35,2.3,7.27,9.6,6.12,4.9,9.5,106,1,6.04,1,9,1.79,0
2260,25,1,3,41,5.98,1.75,5.71,1.23,6.8,8.8,17,1,3.06,0,4,1.1,0
2261,56,0,6,57,3.57,1.36,9.22,2.96,8.4,8.6,38,1,4.71,1,7,4.32,0
2262,53,2,6,36,3.1,3.33,1.2,4.95,7.2,6.7,107,0,4.03,0,3,1.74,0
2263,55,1,2,45,4.59,3.78,6.74,6.29,7.3,0.0,5,1,6.9,0,7,8.03,0
2264,46,3,3,38,8.07,7.19,3.76,5.47,8.5,4.3,41,0,9.86,0,5,4.01,1
2265,31,2,4,50,5.39,6.12,4.89,9.24,7.7,6.4,51,0,8.32,0,0,6.99,0
2266,42,2,2,54,2.95,4.37,8.86,9.45,8.3,5.5,26,0,2.73,1,0,4.12,0
2267,48,0,3,51,2.05,6.89,9.82,1.96,6.1,8.2,78,1,6.2,1,2,8.16,0
2268,48,3,6,39,5.49,2.47,3.22,2.25,8.3,8.2,115,0,1.6,1,0,9.0,0
2269,23,1,3,39,8.15,1.57,9.53,4.22,7.2,6.0,14,0,3.22,1,3,8.54,1
2270,34,3,6,39,6.88,8.69,7.2,4.79,4.7,0.2,18,0,2.55,0,2,5.36,0
2271,30,2,1,49,3.09,6.08,9.56,6.27,4.2,3.7,61,0,4.02,1,6,1.76,0
2272,57,3,2,58,4.93,6.84,6.06,7.96,5.2,2.3,63,1,7.11,0,8,4.35,0
2273,43,1,0,45,8.7,3.77,9.65,2.22,5.9,3.4,101,0,5.49,0,6,4.82,1
2274,47,1,2,30,2.6,4.35,9.03,8.22,8.2,6.2,50,0,9.4,0,4,9.64,0
2275,33,0,1,46,5.79,1.74,2.16,6.49,7.7,0.7,46,1,2.91,0,0,6.09,0
2276,38,1,5,59,4.21,8.71,3.8,9.83,8.8,0.2,56,0,4.28,0,4,6.77,0
2277,35,1,5,55,2.12,6.33,3.19,6.86,6.8,4.4,19,0,3.97,1,0,8.04,0
2278,35,3,5,50,1.45,1.75,6.15,7.44,7.7,7.9,19,0,3.12,0,5,6.11,0
2279,55,3,2,58,6.0,8.24,8.23,2.76,5.4,0.3,81,0,9.94,1,7,6.39,0
2280,41,2,4,43,1.19,5.0,7.83,7.92,7.4,8.5,63,0,4.49,0,6,3.21,0
2281,32,0,2,48,1.93,7.89,7.54,1.71,7.5,3.8,97,1,9.46,0,0,1.53,0
2282,37,3,1,50,4.13,1.11,4.38,6.91,8.2,1.2,102,0,4.51,0,7,7.49,0
2283,52,1,1,50,1.39,1.26,2.26,1.5,6.7,5.7,100,0,2.84,0,8,8.64,0
2284,27,2,0,46,4.6,2.54,2.9,2.04,7.2,9.5,98,1,2.07,0,9,4.71,0
2285,40,3,3,43,2.17,2.9,7.68,1.97,5.0,5.4,37,0,8.7,1,1,5.94,0
2286,58,0,2,37,4.15,7.88,2.33,1.47,7.7,6.9,37,0,1.29,0,0,3.77,0
2287,25,0,2,50,8.12,7.36,3.01,3.89,8.2,8.2,64,0,9.68,1,5,5.05,1
2288,25,2,6,50,6.64,6.54,4.82,9.95,7.0,8.0,114,1,4.76,1,3,2.88,0
2289,41,2,1,38,5.01,8.96,1.65,4.13,4.6,0.7,75,0,3.23,1,6,7.84,0
2290,31,2,6,37,1.83,3.22,2.91,7.85,5.6,7.4,4,0,6.56,1,2,5.43,0
2291,45,2,6,42,6.57,9.14,2.35,2.19,6.4,9.5,63,0,2.2,1,2,5.92,0
2292,56,2,2,46,2.47,9.19,9.56,5.09,7.4,7.0,26,0,1.65,0,7,1.33,0
2293,47,1,4,48,1.69,4.91,2.72,2.67,5.6,8.4,102,0,8.45,0,6,6.6,0
2294,58,1,3,57,6.98,1.85,8.76,2.73,8.2,4.9,19,1,4.82,0,4,2.82,0
2295,59,3,3,36,9.21,7.54,2.03,1.9,5.9,3.2,59,0,5.66,0,2,4.45,1
2296,42,0,1,46,5.15,4.03,8.83,4.89,4.2,6.8,39,1,2.59,1,0,4.71,0
2297,42,1,0,30,1.37,8.15,6.39,1.68,8.0,4.9,82,0,1.55,0,2,5.04,0
2298,31,1,1,34,8.92,2.47,8.65,9.19,7.2,9.0,101,0,4.31,0,8,3.05,1
2299,59,1,4,54,1.6,5.86,8.81,5.03,8.0,9.7,78,0,5.56,0,0,8.65,0
2300,25,3,4,35,8.81,5.57,6.37,8.55,5.7,8.2,5,1,7.89,1,4,4.85,1
2301,41,2,3,55,4.53,1.9,9.26,9.82,4.1,9.9,72,1,5.51,1,3,6.51,0
2302,38,3,5,31,4.29,4.27,6.27,7.1,4.4,3.5,35,0,8.04,1,5,6.53,0
2303,28,0,6,56,5.89,1.76,7.41,9.11,4.6,9.0,111,0,2.04,1,1,6.46,0
2304,25,0,6,54,9.61,5.18,4.74,2.22,8.0,3.3,86,1,1.58,1,3,6.03,1
2305,50,0,3,45,9.09,8.59,9.23,8.47,5.5,1.2,73,1,2.43,0,8,8.4,1
2306,35,0,1,51,5.23,3.43,8.42,3.44,9.0,6.2,64,1,7.95,1,4,8.31,0
2307,24,1,4,34,7.26,7.88,2.5,5.25,7.8,4.5,10,0,7.83,0,7,4.75,1
2308,45,1,1,34,6.22,2.65,6.19,6.82,7.0,9.2,48,1,2.27,0,1,6.72,0
2309,58,3,0,41,7.24,7.06,9.07,9.13,8.9,4.9,113,1,1.28,0,8,1.93,1
2310,37,2,5,32,8.46,9.24,8.14,9.2,5.6,9.3,83,1,7.17,1,6,1.82,1
2311,25,0,3,59,1.31,3.92,9.66,1.83,4.8,0.8,27,1,8.7,0,6,5.32,0
2312,45,3,6,45,3.93,9.1,3.08,4.28,7.7,8.3,21,0,7.79,0,1,9.1,0
2313,55,1,2,35,9.63,5.55,4.31,8.14,5.4,7.6,83,1,2.83,1,7,6.85,1
2314,51,1,1,44,9.54,3.85,5.56,7.33,8.8,7.2,46,1,6.25,0,8,7.02,1
2315,39,2,4,44,1.1,9.07,3.09,1.24,8.9,3.6,101,0,7.82,1,9,2.42,0
2316,40,2,2,58,2.81,1.29,4.55,5.05,8.6,7.8,79,1,3.3,1,4,5.08,0
2317,52,2,0,45,9.94,1.25,5.84,8.46,8.7,4.8,65,0,5.75,1,2,4.61,1
2318,40,3,3,49,5.44,6.4,2.72,7.64,7.1,7.2,24,1,3.83,0,2,8.05,0
2319,40,1,1,42,6.16,8.17,3.31,4.71,7.5,5.5,90,0,3.03,0,5,2.24,0
2320,43,1,6,41,2.5,7.76,2.12,7.62,4.5,1.6,66,1,9.73,0,0,5.85,0
2321,45,2,1,39,9.05,1.72,7.42,5.96,7.8,0.6,86,0,9.21,1,9,9.2,1
2322,33,0,5,43,3.08,9.55,4.25,9.21,5.0,3.7,31,0,5.01,0,8,9.03,0
2323,51,2,2,31,2.71,7.33,2.98,6.28,8.2,9.3,16,0,2.23,0,5,8.67,0
2324,59,3,5,58,3.05,9.54,5.57,4.61,8.8,5.3,39,0,7.55,1,8,4.37,0
2325,52,2,0,32,9.28,3.96,1.61,8.77,5.1,8.0,83,0,3.3,0,2,9.47,1
2326,57,2,6,38,7.33,7.25,9.31,1.45,4.4,5.8,29,0,2.52,0,9,8.25,1
2327,40,3,2,40,7.92,8.74,3.65,9.1,6.4,9.6,58,1,4.43,1,2,8.66,1
2328,57,2,0,40,4.39,4.42,8.98,7.27,8.0,3.7,27,0,5.77,1,9,9.39,0
2329,51,1,5,54,9.18,9.68,5.48,9.47,7.9,0.6,46,0,1.88,0,6,9.43,1
2330,54,0,5,51,8.1,3.38,8.65,3.25,7.5,7.8,108,0,6.15,0,6,3.16,1
2331,39,2,2,39,7.76,3.84,3.22,7.25,8.1,7.1,116,0,1.14,1,3,2.15,1
2332,49,3,6,55,9.74,9.28,2.58,8.29,4.9,5.3,22,1,9.03,1,7,7.22,1
2333,32,0,5,43,4.3,9.73,8.64,7.32,7.3,3.3,82,0,9.29,1,1,6.07,0
2334,54,3,3,38,6.5,3.57,2.92,2.89,7.0,1.9,56,1,7.6,0,0,3.95,0
2335,38,0,0,49,9.19,2.23,7.72,3.48,4.8,4.8,88,0,5.2,1,0,7.16,1
2336,27,0,2,56,8.12,7.83,4.1,6.1,6.1,6.7,87,1,3.29,0,1,1.56,1
2337,25,2,4,50,6.07,9.37,7.73,5.02,8.3,5.8,0,1,7.7,1,5,1.42,0
2338,41,1,4,39,1.69,6.41,9.17,7.62,8.9,4.4,91,1,9.39,0,7,4.19,0
2339,48,2,6,51,6.87,6.71,9.83,4.41,7.3,5.4,28,0,2.43,1,2,2.74,0
2340,36,3,3,58,5.74,7.87,4.24,8.74,8.6,1.1,107,1,5.19,1,5,7.47,0
2341,27,3,5,38,2.66,2.38,4.31,4.89,4.7,7.0,113,0,3.84,0,7,9.53,0
2342,35,0,4,58,8.94,9.76,9.83,1.36,8.9,7.3,49,0,4.21,1,8,6.95,1
2343,32,0,6,34,4.09,4.28,8.75,1.16,4.2,0.1,63,0,4.65,1,7,6.89,0
2344,30,1,0,37,4.49,6.65,1.41,6.82,6.6,2.7,98,1,9.57,0,6,1.06,0
2345,47,2,3,40,7.05,5.22,6.16,5.86,5.5,0.9,113,1,3.33,0,3,5.61,1
2346,37,3,3,30,5.4,5.21,2.63,5.88,8.1,10.0,80,0,5.43,1,2,8.35,0
2347,26,0,1,50,1.8,7.32,9.95,8.11,5.1,5.9,74,1,9.56,1,6,6.89,0
2348,31,1,6,39,4.49,9.95,2.25,4.38,4.1,4.7,36,0,5.28,0,0,3.05,0
2349,24,3,6,30,1.85,6.93,6.03,9.96,6.1,4.6,117,1,8.77,0,6,8.64,0
2350,34,0,1,55,2.72,8.15,6.99,9.51,4.3,9.6,60,0,1.53,0,5,9.68,0
2351,51,3,5,59,1.06,1.25,9.43,1.12,5.5,6.6,6,0,9.58,0,2,3.51,0
2352,27,1,6,51,2.63,8.29,8.63,9.06,7.2,1.7,89,1,2.69,1,2,2.86,0
2353,38,1,1,36,3.97,3.7,3.21,7.12,5.5,4.5,86,1,9.82,1,1,4.05,0
2354,40,3,5,57,5.84,2.14,6.15,5.52,5.2,7.7,63,0,2.58,1,0,1.57,0
2355,56,2,5,43,9.27,2.02,9.58,6.24,4.8,4.2,17,1,5.0,0,4,8.86,1
2356,47,3,2,34,5.86,7.12,7.62,8.58,4.7,3.1,28,1,3.78,0,6,9.36,0
2357,26,0,3,46,7.35,9.98,7.2,9.56,6.6,9.9,102,1,4.9,1,6,6.7,1
2358,50,2,0,51,4.22,7.0,7.79,6.04,7.4,9.4,113,1,3.25,0,5,7.88,0
2359,58,0,3,55,7.76,3.36,3.9,2.63,6.3,9.4,97,1,9.69,0,9,7.02,1
2360,41,3,3,50,6.58,2.83,7.56,6.76,4.6,1.3,59,0,3.75,1,5,4.4,0
2361,42,2,2,35,5.14,5.73,3.1,1.69,7.2,2.3,101,1,6.88,1,6,6.69,0
2362,31,0,5,45,2.74,1.59,4.85,6.72,6.8,4.4,53,1,2.24,0,7,8.53,0
2363,26,3,5,40,3.73,4.59,9.01,8.28,5.9,8.3,71,1,8.42,1,4,8.29,0
2364,57,3,6,39,6.59,7.0,1.17,4.18,5.7,7.4,20,1,5.88,1,0,1.73,0
2365,27,2,2,44,4.83,9.71,4.73,1.64,4.9,8.5,20,0,9.82,0,6,5.16,0
2366,47,3,6,36,9.0,4.83,3.4,7.23,4.7,9.2,57,1,4.81,0,1,4.58,1
2367,25,1,2,52,3.11,2.8,2.79,4.05,5.7,7.8,48,0,2.76,0,4,7.77,0
2368,56,0,6,31,1.66,8.36,8.55,3.24,4.2,2.6,35,1,4.11,0,6,5.51,0
2369,22,0,4,41,6.3,7.7,7.27,7.2,6.2,2.9,16,0,7.63,1,6,4.15,0
2370,45,3,1,48,8.97,8.74,2.01,9.73,7.0,3.5,79,1,6.93,0,8,7.36,1
2371,57,3,3,41,4.28,2.93,5.45,7.71,8.7,3.0,52,1,8.01,0,4,5.26,0
2372,27,1,3,45,6.83,4.64,5.2,5.42,7.1,2.5,14,1,1.66,1,5,3.31,0
2373,52,2,0,35,3.08,9.83,2.28,6.4,7.1,7.5,78,1,6.22,1,9,9.01,0
2374,41,3,1,32,6.03,2.42,8.2,2.28,5.9,0.3,39,0,9.39,1,5,2.02,0
2375,45,3,5,31,8.08,7.04,4.3,8.32,4.7,7.3,80,1,1.97,0,0,1.16,1
2376,46,3,0,49,8.8,3.13,7.86,6.44,6.2,8.2,50,0,1.85,0,9,2.3,1
2377,57,3,4,34,1.95,5.5,2.73,9.69,7.0,0.7,64,0,7.45,1,6,2.47,0
2378,42,0,0,40,4.21,8.2,3.84,9.82,7.6,0.6,12,1,3.84,0,9,5.84,0
2379,51,3,3,55,6.76,5.4,1.86,4.19,8.1,2.9,37,0,6.93,1,6,6.62,0
2380,45,0,5,54,1.31,8.25,2.29,9.9,5.3,2.1,73,0,5.91,0,3,5.04,0
2381,51,3,4,32,7.22,4.84,8.95,9.61,5.2,5.8,96,1,9.87,1,3,2.84,1
2382,43,2,3,32,5.75,9.99,1.98,6.76,6.8,6.8,25,1,9.0,1,5,2.19,0
2383,49,1,1,51,3.6,4.92,1.86,4.0,6.8,6.3,75,1,7.1,1,2,5.43,0
2384,28,2,6,34,8.33,2.34,9.46,7.78,5.1,3.6,82,1,3.36,1,9,6.09,1
2385,56,3,2,51,3.61,4.62,6.81,3.44,6.9,5.0,14,1,3.36,1,5,3.74,0
2386,49,3,4,52,9.92,7.68,1.91,6.67,5.7,6.4,116,1,8.94,1,3,2.98,1
2387,35,3,5,40,8.35,8.63,9.75,1.22,7.2,1.2,4,1,6.27,0,9,1.73,1
2388,31,2,0,32,7.37,5.14,2.32,6.66,5.5,2.3,1,0,8.1,0,7,1.24,1
2389,37,3,1,42,1.55,6.35,7.9,9.56,7.0,8.9,114,0,5.05,1,4,1.95,0
2390,37,2,0,50,9.14,8.6,1.31,3.12,7.8,3.4,77,1,1.93,0,7,7.68,1
2391,52,0,4,37,8.11,8.32,6.62,8.0,8.9,8.0,92,0,3.99,0,8,4.1,1
2392,46,1,1,49,3.06,6.92,5.92,3.64,8.6,2.5,104,0,2.45,0,3,1.25,0
2393,34,1,5,39,4.53,8.34,2.87,7.37,6.5,0.4,64,0,8.04,0,0,5.57,0
2394,27,2,4,31,3.42,6.18,6.79,7.3,6.4,5.0,76,1,7.3,1,9,5.82,0
2395,30,0,5,33,9.86,1.04,6.55,2.66,6.2,8.9,112,0,1.8,0,6,4.86,1
2396,57,2,0,47,8.69,1.37,8.19,6.37,4.1,8.2,59,1,6.59,0,6,2.0,1
2397,41,0,3,48,9.37,9.82,8.88,8.73,4.8,2.5,95,0,8.87,0,4,7.79,1
2398,39,3,1,33,8.1,2.3,5.59,4.44,4.3,9.1,97,1,7.28,1,4,7.2,1
2399,42,0,6,49,5.11,4.64,5.41,7.39,7.5,4.8,55,0,5.6,1,0,4.55,0
2400,25,0,3,55,2.85,9.4,6.59,7.07,6.1,0.5,117,0,3.81,0,2,4.43,0
2401,54,0,6,38,2.87,2.76,7.56,3.32,4.3,0.3,77,1,8.98,0,0,2.4,0
2402,48,1,0,45,2.37,8.59,4.21,9.27,7.5,4.9,115,0,4.81,0,6,7.78,0
2403,28,0,1,55,5.92,8.36,5.54,6.07,7.2,5.5,118,1,8.7,0,4,6.4,0
2404,27,3,3,35,9.28,9.88,6.27,4.2,7.6,0.8,37,1,8.05,0,3,1.77,1
2405,36,3,3,54,9.93,3.54,9.9,2.48,7.0,9.2,56,1,8.35,1,6,4.4,1
2406,39,3,4,33,3.59,3.84,6.29,5.26,4.8,7.2,101,0,9.91,1,8,9.13,0
2407,53,0,2,38,7.28,9.13,3.02,7.57,4.3,8.0,113,0,7.74,0,5,5.07,1
2408,32,2,0,56,6.37,3.11,6.29,6.61,8.1,5.8,50,1,1.31,0,8,3.92,0
2409,41,2,5,42,5.4,5.93,8.38,7.54,5.1,6.6,40,1,2.85,0,5,6.79,0
2410,45,3,0,38,6.99,7.37,8.72,8.13,6.7,3.9,78,1,1.32,1,9,2.83,0
2411,36,1,5,35,4.34,3.45,8.2,4.97,6.4,6.8,102,0,2.71,1,8,5.71,0
2412,28,2,1,50,9.5,9.45,8.99,5.68,8.6,9.8,69,0,1.55,0,5,7.03,1
2413,42,0,5,48,7.35,6.99,4.01,9.88,6.8,6.5,92,1,5.51,1,8,8.69,1
2414,47,2,6,43,7.79,1.42,5.57,9.71,6.9,3.4,100,0,1.25,0,2,7.23,1
2415,35,3,5,50,3.18,2.22,8.02,4.73,5.6,2.9,82,0,5.25,1,4,4.46,0
2416,58,1,5,44,2.52,2.72,3.38,7.17,8.8,9.6,51,1,9.09,1,4,7.91,0
2417,42,2,4,32,4.55,3.2,4.34,3.41,7.1,1.9,0,1,7.74,1,9,9.09,0
2418,39,2,3,34,7.9,7.58,8.48,2.37,4.0,8.1,84,0,9.5,1,7,5.3,1
2419,26,3,0,50,9.45,1.8,7.93,7.92,6.8,4.7,102,1,3.04,1,6,1.04,1
2420,24,1,0,47,4.85,4.16,9.74,4.93,5.8,4.4,17,1,5.78,1,1,8.93,0
2421,44,1,1,43,7.97,9.2,9.96,2.59,4.2,7.5,26,0,3.87,0,1,2.49,1
2422,47,3,1,45,5.23,6.01,3.17,7.83,6.2,1.5,91,1,5.44,0,6,2.14,0
2423,58,0,5,43,3.66,3.39,9.1,9.24,7.9,4.7,71,1,6.01,0,9,3.77,0
2424,45,2,2,38,7.65,9.61,1.85,9.4,6.5,0.4,94,0,1.33,0,9,4.42,1
2425,40,0,0,44,8.18,3.2,7.39,6.37,7.2,6.7,75,1,3.1,0,3,8.19,1
2426,46,2,1,36,2.83,9.15,2.98,5.32,7.2,0.6,41,0,7.34,0,5,4.5,0
2427,42,2,5,43,3.75,7.53,3.7,2.28,7.4,0.9,5,1,7.96,0,8,1.44,0
2428,33,0,1,35,5.45,7.66,9.52,8.14,5.9,8.4,89,0,6.13,0,9,6.72,0
2429,54,3,6,50,2.68,7.88,3.37,9.51,5.9,4.4,79,0,3.44,0,3,7.04,0
2430,25,3,6,44,9.36,5.56,7.06,9.01,4.0,2.0,93,1,4.65,1,6,8.33,1
2431,28,2,1,49,6.32,8.33,2.6,7.77,4.8,5.9,82,1,1.86,0,8,4.59,0
2432,43,3,6,37,2.09,8.53,1.84,1.04,8.8,5.2,81,1,9.58,0,0,1.77,0
2433,54,2,1,31,2.66,4.24,4.05,4.67,8.2,4.1,23,0,8.82,1,9,5.98,0
2434,38,3,5,37,9.59,4.6,6.62,4.7,5.4,9.1,44,0,1.59,0,1,2.09,1
2435,45,2,4,30,7.64,9.0,3.23,9.05,6.0,7.5,83,1,2.5,0,8,1.15,1
2436,55,3,2,55,7.61,5.72,3.7,1.59,8.7,1.5,70,1,6.23,1,4,8.01,1
2437,49,1,5,46,1.65,8.8,7.38,5.78,5.3,5.7,6,0,3.09,1,3,4.63,0
2438,43,0,4,48,9.06,6.64,1.93,2.23,6.7,0.9,15,1,9.41,1,6,5.73,1
2439,38,1,4,34,4.99,6.34,5.02,6.96,4.1,2.4,57,0,7.8,0,4,6.97,0
2440,55,0,0,59,6.94,1.28,9.48,8.13,7.1,9.1,56,1,3.46,0,0,4.61,0
2441,27,0,5,51,9.64,3.5,4.57,6.78,8.7,4.6,41,1,1.05,0,8,1.46,1
2442,27,2,5,49,1.9,5.52,4.91,8.15,8.4,8.9,110,1,8.2,0,7,3.27,0
2443,55,0,1,45,5.34,6.29,7.64,6.47,6.5,1.7,13,0,4.82,0,2,2.75,0
2444,22,1,4,36,1.45,6.67,8.01,2.71,7.2,2.1,55,1,6.78,0,9,9.8,0
2445,31,1,4,36,5.5,7.45,7.93,4.44,6.8,3.5,11,0,3.58,0,2,7.66,0
2446,42,3,4,47,3.27,6.91,9.98,9.61,4.3,3.7,92,0,2.29,0,2,5.06,0
2447,26,1,1,47,9.2,8.64,1.64,3.59,4.8,7.5,14,1,7.08,0,6,1.57,1
2448,23,3,0,31,4.59,3.66,9.84,1.57,8.8,6.0,7,1,5.05,0,1,2.04,0
2449,43,0,5,44,6.7,6.77,9.55,4.46,5.3,5.5,102,0,3.12,1,8,8.32,0
2450,23,1,4,43,8.74,1.46,8.67,4.3,5.9,6.0,57,1,2.24,0,3,9.51,1
2451,31,0,6,47,9.85,5.32,5.09,5.23,6.5,7.3,52,1,6.22,1,6,1.28,1
2452,55,1,5,58,5.53,3.41,8.84,6.04,8.9,8.9,8,0,7.53,0,7,9.19,0
2453,37,1,1,38,5.1,4.43,2.99,9.93,7.4,4.1,45,1,3.55,1,4,4.43,0
2454,43,3,0,43,1.68,4.19,8.12,7.81,7.1,8.0,91,0,7.62,0,7,2.92,0
2455,33,0,6,34,1.11,1.54,2.67,1.32,6.6,5.0,90,0,2.65,0,3,1.92,0
2456,45,1,1,40,6.48,5.2,8.34,7.41,7.5,7.2,6,0,4.05,1,9,7.95,0
2457,59,2,3,37,1.59,9.95,6.53,8.42,7.3,8.7,43,0,7.7,1,1,5.22,0
2458,31,0,5,34,4.42,3.69,1.88,9.06,8.5,0.3,13,0,6.94,1,2,8.49,0
2459,56,0,3,58,1.03,7.63,9.06,4.82,6.7,5.5,74,1,3.43,1,5,3.04,0
2460,53,0,1,40,6.54,5.93,6.2,3.82,6.1,9.9,95,0,2.1,1,9,7.11,0
2461,28,3,1,34,4.83,3.93,6.91,8.55,8.0,5.0,114,0,1.38,1,5,2.06,0
2462,42,2,1,46,2.14,1.81,3.55,8.0,8.0,8.6,91,1,8.54,0,6,1.81,0
2463,41,0,4,51,3.67,2.94,8.84,5.82,4.8,1.9,5,0,1.68,0,3,2.2,0
2464,47,1,0,33,6.13,8.04,5.91,2.06,5.2,6.0,34,0,2.03,1,7,8.28,0
2465,25,1,4,44,6.91,3.51,4.79,6.87,8.8,8.7,69,1,3.14,0,7,6.9,0
2466,43,3,0,48,5.16,2.3,5.81,1.59,6.2,4.3,60,1,5.01,0,6,2.49,0
2467,36,1,2,51,8.24,3.98,7.33,1.9,6.6,4.9,23,1,8.11,1,2,4.46,1
2468,42,0,4,31,2.01,6.26,7.26,3.98,5.6,0.8,72,0,3.23,0,2,7.87,0
2469,36,1,3,53,1.76,7.33,4.22,4.34,6.4,0.4,1,0,5.89,0,1,3.57,0
2470,43,0,0,46,1.4,4.49,4.47,5.16,7.7,4.7,101,0,1.81,1,6,9.29,0
2471,49,1,4,41,5.82,5.48,6.06,4.05,6.4,8.4,77,1,5.18,1,5,9.23,0
2472,35,2,5,54,7.36,5.09,9.32,1.3,5.6,9.3,50,0,2.6,0,6,5.98,1
2473,48,3,1,53,2.17,1.08,7.71,2.42,4.5,6.6,30,0,2.9,0,1,6.69,0
2474,49,3,0,46,6.75,4.56,4.51,2.04,8.6,8.3,93,0,4.3,1,3,6.88,0
2475,47,2,0,39,5.29,6.29,4.03,4.88,8.4,7.3,118,1,7.85,1,0,3.33,0
2476,23,2,4,57,9.89,6.13,5.71,2.91,8.0,7.0,26,1,7.7,0,1,4.29,1
2477,46,3,2,54,7.46,7.75,8.83,3.64,7.5,7.7,99,1,4.73,0,6,2.22,1
2478,24,2,4,47,6.92,7.03,1.08,5.24,6.6,5.1,109,1,2.07,1,4,9.32,0
2479,29,0,3,48,6.13,3.49,7.39,3.12,8.5,4.6,30,0,3.53,1,9,7.51,0
2480,54,1,3,47,9.98,3.3,3.65,3.21,8.0,1.6,116,0,5.55,0,2,1.42,1
2481,56,3,0,42,9.82,5.18,2.88,8.5,8.1,8.4,105,0,8.82,1,1,5.94,1
2482,27,2,0,43,5.84,7.6,1.11,5.93,5.5,0.4,69,1,9.71,1,2,4.09,0
2483,44,0,4,53,5.1,1.84,9.07,8.71,6.1,2.7,42,0,6.74,0,3,8.34,0
2484,46,3,3,45,5.16,9.53,9.21,5.63,7.5,5.2,108,0,4.16,1,9,4.09,0
2485,40,2,3,47,4.86,5.89,1.55,9.18,5.9,9.7,119,0,7.24,1,9,6.8,0
2486,26,3,2,55,5.78,3.76,5.7,3.29,6.5,7.9,81,0,4.03,1,4,2.49,0
2487,32,2,5,47,3.46,7.24,2.37,6.55,7.2,3.7,51,1,6.63,1,7,6.03,0
2488,33,3,2,45,9.34,1.4,7.83,5.53,6.2,7.1,13,0,3.19,1,8,3.64,1
2489,31,0,6,46,5.41,5.36,6.99,9.27,8.0,9.3,58,1,3.4,1,1,2.48,0
2490,29,0,1,36,8.58,5.37,3.67,4.77,4.6,5.4,19,0,1.68,0,2,6.57,1
2491,45,1,2,41,5.28,2.46,2.05,8.69,7.6,4.6,117,1,4.78,1,3,6.75,0
2492,49,3,4,31,7.46,8.54,8.48,6.08,4.7,5.5,51,1,6.56,1,6,9.85,1
2493,57,1,5,39,4.03,8.17,7.07,7.38,8.7,3.1,74,1,8.1,0,5,7.02,0
2494,58,3,4,34,6.62,2.37,1.06,8.98,5.6,9.1,116,0,8.29,0,5,5.64,0
2495,42,2,1,50,5.49,4.27,6.65,9.97,8.0,8.0,100,1,9.93,0,9,9.21,0
2496,29,2,6,32,4.3,1.9,8.29,7.58,6.6,7.1,39,1,1.79,1,6,8.45,0
2497,30,1,5,48,8.93,8.64,6.32,3.83,4.5,5.9,67,0,5.44,0,0,5.94,1
2498,36,3,0,42,2.01,3.91,4.82,3.69,6.9,9.7,43,0,5.69,0,7,5.6,0
2499,39,1,3,41,5.38,4.95,6.26,3.78,8.6,3.0,5,0,8.24,0,8,9.48,0
2500,41,0,2,32,2.75,3.91,6.58,1.88,4.8,2.8,86,0,3.4,1,1,6.55,0
2501,27,1,4,35,8.75,3.79,6.76,1.48,5.6,2.4,119,1,1.62,0,0,7.42,1
2502,33,1,6,43,3.28,7.73,9.7,6.23,6.2,7.4,56,1,3.82,1,3,1.78,0
2503,23,2,3,33,6.7,7.73,2.61,8.3,5.4,8.0,57,0,9.86,1,1,7.46,0
2504,28,1,2,42,2.49,5.66,6.61,1.33,8.7,6.0,71,1,9.09,0,5,3.38,0
2505,37,3,3,48,4.64,6.92,2.69,6.1,5.9,6.5,29,1,4.56,1,2,2.04,0
2506,24,2,2,47,9.09,5.6,2.89,4.35,7.3,3.5,99,1,8.89,1,8,8.65,1
2507,24,1,0,58,2.49,1.26,7.02,9.03,5.1,0.4,51,1,1.29,1,7,7.22,0
2508,48,0,5,32,6.97,1.59,9.24,2.31,5.1,2.5,105,1,3.83,1,6,4.67,0
2509,59,1,3,49,2.84,4.45,2.43,6.07,4.9,5.8,10,0,7.54,1,6,4.88,0
2510,54,1,3,35,4.74,7.75,9.66,9.74,6.2,8.1,46,0,2.99,0,6,2.77,0
2511,49,1,3,45,5.87,9.22,3.87,4.11,6.7,7.8,4,0,2.79,1,4,1.09,0
2512,22,2,5,49,6.2,1.27,4.52,7.68,4.1,1.8,2,0,8.76,1,7,4.14,0
